index,Año,Trimestre,Provincia,Mbps (Media de bajada),Accesos por cada 100 hab,Accesos por cada 100 hogares,Latitud,Longitud,Accesos_siguiente_trimestre,KPI_propuesto,Mbps_ano_anterior,KPI_crecimiento_anual,Variacion_trimestral,KPI_variacion_trimestral_media
740,2016,2,SANTA FE,5.1385985309185065,16.489119309020037,52.43647725937112,-31.64634283294476,-61.04726054930406,51.27734085407622,2.2105535418814606,6.838749250446204,-24.860550625054266,-0.0402426233444082,-0.046112599150970546
741,2016,2,SANTIAGO DEL ESTERO,4.309815179590645,3.943453095409565,15.888925047306124,-27.784103764741893,-63.62189998971087,16.205749206821952,-1.9939936690024493,5.05794740805446,-14.791221974203644,0.14897222423251,0.09600104518506669
742,2016,2,TIERRA DEL FUEGO,3.478692463211772,20.081326844262296,67.71824288255286,-62.35015217161648,-59.53190998460846,65.83304163135006,2.783889792404094,3.476761467376085,0.05554007238651131,-0.2257763482624,-0.1953253357080298
743,2016,2,TUCUMAN,5.200979761760874,9.22451233434258,37.23568289338424,-26.998180477681764,-65.29453734502505,36.72477136636591,1.3721019391028937,6.093280445624717,-14.644011412679347,-0.13410402602714022,-0.06543666430101114
744,2016,1,BUENOS AIRES,4.9921684374839135,17.53507921643952,57.33590782254113,-35.633728326052875,-59.695392866402734,58.29182182733718,-1.6672170043154706,6.678482577091709,-25.249959405331534,-0.5636053518500397,-0.31744395364304
746,2016,1,CATAMARCA,4.203588449295134,6.606879526910472,25.91021798119053,-27.97273476331947,-66.12713970412685,26.23945178859185,-1.2706717004091825,4.973784837545127,-15.485116735168875,-0.026101043222132247,0.01988455218579932
747,2016,1,CHACO,5.991472683208309,7.524734075579937,28.07514644775236,-26.86207729911804,-60.15511735633289,28.35056623514143,-0.9810092634837118,7.307905398272823,-18.013817138022116,-0.11816265771413637,-0.031372816144508375
748,2016,1,CHUBUT,3.3796639330714164,11.115931499378869,36.0927055378499,-44.077151734192086,-68.66765299463769,36.89017827786587,-2.2095122217415124,3.4433862008733622,-1.8505698775752661,0.041106711445737076,0.04585702683827009
749,2016,1,CORDOBA,5.156801617049669,16.972666239608547,55.283092783740216,-31.846608244153405,-63.96214628932277,57.364881766079215,-3.765688346132639,6.799477637369997,-24.158856134656055,-0.6476817747116606,-0.16989408274841278
750,2016,1,CORRIENTES,5.37127911707625,7.940601449315725,30.08078500413305,-28.61578113415668,-57.97533573736128,30.33643144533882,-0.8498662557198805,6.43297127701597,-16.503915752476384,-0.11243844451558083,-0.051796424367283045
751,2016,1,ENTRE RIOS,5.084574905605243,13.142540095674788,43.84596814466226,-31.925167566210387,-59.26302098168299,44.10854807300098,-0.5988690396170209,5.9514745757075245,-14.566132461369413,-0.23476603901847604,-0.07122353733350728
752,2016,1,FORMOSA,4.872333380420963,4.858053690123639,19.041878369434937,-25.09315954739276,-59.46860152020448,19.06549151678632,-0.12400639733780822,5.742388931901572,-15.151456332869683,-0.07238572189381465,-0.04813430789114315
753,2016,1,JUJUY,3.7712213425983374,5.491800261988138,21.41001128856396,-23.523573011085336,-65.43805280478172,21.47147379391073,-0.28707367090272173,4.393861259634748,-14.170677685170446,-0.10596112271338853,-0.0819922864156104
754,2016,1,LA PAMPA,3.04764203627926,19.10177142426684,57.84086865504526,-36.47714174789248,-64.4553406128059,58.75633720012275,-1.5827365085701124,3.2208135842183347,-5.3766398896104475,-0.8120839800056991,-0.38681957204078277
755,2016,1,LA RIOJA,4.616973938050446,4.4969582015400285,16.83351837249417,-29.330863895517307,-67.13983451857555,17.315778648410653,-2.8648810382058563,5.427180473372781,-14.92868238484841,0.0034691426059429986,0.04637845196981161
756,2016,1,MENDOZA,3.5028689229788785,8.990567825336337,32.12333888801278,-33.368795530481485,-68.68534600457129,32.48895249500142,-1.1381556825809034,3.5072942051440963,-0.12617367994755796,0.02462417687791607,0.0259653949027423
757,2016,1,MISIONES,6.000968717380309,7.751215322654614,28.36765259095629,-27.058215458325986,-54.96724865075839,28.68665889154237,-1.1245424680919103,7.341041988916319,-18.25453761958159,-0.21376089422483346,-0.0726244719754261
758,2016,1,NEUQUEN,4.420493149015266,16.65921009321782,55.75393700425406,-38.49954335558701,-69.8742115743201,58.2893377687955,-4.54748292366866,6.0348361444213925,-26.750403105781523,-0.934965671825946,-0.3767609788092372
759,2016,1,RIO NEGRO,3.826659196828916,14.14929460475045,45.83512638708331,-39.89645026413934,-67.6105113380815,46.43948111494307,-1.3185405506595835,4.449448877971685,-13.997007229953216,-0.07499675140487838,-0.0024127627219496794
760,2016,1,SALTA,4.741858784571524,7.611315093107192,31.315545971153234,-24.248013631473587,-64.70250708135784,31.593492648071862,-0.8875677185212175,5.335371217821875,-11.124107564771244,-0.15949733491992735,-0.06970279954374647
761,2016,1,SAN JUAN,3.485523490760477,6.982387580659241,27.330794110004312,-31.31442612644254,-68.50334378949645,27.6648539357743,-1.2222836424928698,3.492435161246428,-0.19790404594038574,0.017389997712792926,0.023749317163352268
762,2016,1,SAN LUIS,3.5029004392386534,2.752950183918377,9.586346282770212,-32.98264595285886,-65.88683861327827,9.705768984506312,-1.2457582713316124,3.502824149975052,0.002177935869319175,0.004219729950695861,0.00524166438265572
763,2016,1,SANTA CRUZ,3.48315808971074,8.051419802811122,26.86586252145,-48.863730255517886,-69.86373350526509,27.74476906647967,-3.271462229541075,3.591930075636318,-3.028232277219618,0.09606203528776724,0.03939819001514788
764,2016,1,SANTA FE,4.898136028952046,16.157804349232396,51.27734085407622,-31.64634283294476,-61.04726054930406,52.60808978585806,-2.5951987946661528,6.284036486892411,-22.054303166939793,-0.33131495978764036,-0.046112599150970546
765,2016,1,SANTIAGO DEL ESTERO,4.174011564306923,4.032855070541266,16.205749206821952,-27.784103764741893,-63.62189998971087,17.00497803803607,-4.931761074506057,4.948965833284994,-15.658913297925855,0.08940197513170078,0.09600104518506669
766,2016,1,TIERRA DEL FUEGO,3.475082632716791,19.6541853628346,65.83304163135006,-62.35015217161648,-59.53190998460846,66.46220433623792,-0.9556944192416749,3.476761467376085,-0.04828731205886295,-0.4271414814276966,-0.1953253357080298
767,2016,1,TUCUMAN,5.004036640679885,9.127106142747772,36.72477136636591,-26.998180477681764,-65.29453734502505,37.06217328329588,-0.9187311571365613,5.8755073256955805,-14.832262759752835,-0.09740619159480701,-0.06543666430101114
768,2015,4,BUENOS AIRES,4.884148905856541,17.683348856285942,58.29182182733718,-35.633728326052875,-59.695392866402734,57.68868105608009,1.03469192135325,6.3515464502603125,-23.10299634734832,0.14826963984642205,-0.07342144487386904
770,2015,4,CATAMARCA,4.124268369158702,6.643394374998431,26.23945178859185,-27.97273476331947,-66.12713970412685,25.863781184637624,1.4317014203686877,4.885711305119858,-15.585098840433353,0.03651484808795935,-0.05096563402903387
771,2015,4,CHACO,5.828384180790961,7.53670916277073,28.35056623514143,-26.86207729911804,-60.15511735633289,27.96307279347941,1.3667926010652638,7.077531005919823,-17.649471603643207,0.011975087190793765,-0.09541122505554744
772,2015,4,CHUBUT,3.283865031613298,11.205552103480567,36.89017827786587,-44.077151734192086,-68.66765299463769,36.81180991463324,0.21243693278559045,3.407191291444817,-3.619587199027578,0.08962060410169848,0.11746681879447962
773,2015,4,CORDOBA,5.067081493268407,17.46916799414709,57.364881766079215,-31.846608244153405,-63.96214628932277,57.08340378951846,0.4906799559154687,6.4667403639056085,-21.643962674757404,0.4965017545385422,-0.0447610842806645
774,2015,4,CORRIENTES,5.259482120492081,7.950363156694786,30.33643144533882,-28.61578113415668,-57.97533573736128,30.16741240901903,0.5571487095452745,6.236245604077509,-15.662684659930331,0.009761707379061235,-0.07450817132986032
775,2015,4,ENTRE RIOS,5.007855905299356,13.123962308090588,44.10854807300098,-31.925167566210387,-59.26302098168299,43.67718163526334,0.9779656247666996,5.807350829127614,-13.766947225200779,-0.018577787584199257,-0.13330100217296392
776,2015,4,FORMOSA,4.660308568580684,4.830563127165791,19.06549151678632,-25.09315954739276,-59.46860152020448,18.83675177378525,1.1997579123500497,5.630674164916322,-17.233559746394214,-0.027490562957847686,-0.058551168378537355
777,2015,4,JUJUY,3.724680475892298,5.458341251601313,21.47147379391073,-23.523573011085336,-65.43805280478172,21.2703333470887,0.9367798817753726,4.323962745742035,-13.859561358151677,-0.033459010386825305,-0.1102300871292754
778,2015,4,LA PAMPA,2.936747707229629,19.272161272149656,58.75633720012275,-36.47714174789248,-64.4553406128059,57.96395975091518,1.3485821052948743,3.189559729749796,-7.926235717178397,0.17038984788281653,-0.19235562265871753
779,2015,4,LA RIOJA,4.521671863926294,4.577775134234902,17.315778648410653,-29.330863895517307,-67.13983451857555,17.151129442032545,0.9508622726198959,5.34376242721422,-15.38411511524651,0.08081693269487378,-0.00865843459898441
780,2015,4,MENDOZA,3.5017779300891023,9.015907568565332,32.48895249500142,-33.368795530481485,-68.68534600457129,32.49199583186653,-0.009367297593174,3.506603469745376,-0.1376129265230021,0.02533974322899546,0.017167148049444858
781,2015,4,MISIONES,5.9022914436487,7.766317103077486,28.68665889154237,-27.058215458325986,-54.96724865075839,28.306345093436885,1.32575145660344,7.109475809101364,-16.979934918791884,0.015101780422871691,-0.1406830736719662
782,2015,4,NEUQUEN,4.355592861552936,17.22630452981118,58.2893377687955,-38.49954335558701,-69.8742115743201,54.59931489671118,6.330528040515379,5.678446306542373,-23.29604567124853,0.5670944365933615,-0.28324000607414757
783,2015,4,RIO NEGRO,3.768932299598505,14.185024658290292,46.43948111494307,-39.89645026413934,-67.6105113380815,46.389186656745146,0.10830107699403534,4.369930463165329,-13.753037230974503,0.03573005353984193,-0.03885483559109737
784,2015,4,SALTA,4.673467038141578,7.599850568087338,31.593492648071862,-24.248013631473587,-64.70250708135784,31.17594521285844,1.3216248037676341,5.220883577846971,-10.48513209580399,-0.011464525019853511,-0.07916803208061274
785,2015,4,SAN JUAN,3.481604116955732,7.007150043164227,27.6648539357743,-31.31442612644254,-68.50334378949645,27.66538565566005,-0.0019220050356461619,3.491135554044867,-0.27301824697387755,0.02476246250498626,0.014298718120722143
786,2015,4,SAN LUIS,3.502937425860024,2.759291577250979,9.705768984506312,-32.98264595285886,-65.88683861327827,9.70650326873876,-0.007565441065214582,3.502824149975052,0.00323384446726551,0.0063413933326019745,0.009362818425916464
787,2015,4,SANTA CRUZ,3.4809679619106126,8.143243109871943,27.74476906647967,-48.863730255517886,-69.86373350526509,27.60606098342944,0.4999431882740441,3.5639164089588604,-2.3274520928643163,0.09182330706082098,0.0851192886526051
788,2015,4,SANTA FE,4.809873774553555,16.474943169318767,52.60808978585806,-31.64634283294476,-61.04726054930406,52.14595474084349,0.8784486319417731,6.040233328940666,-20.3694044150922,0.3171388200863703,-0.08125776429900489
789,2015,4,SANTIAGO DEL ESTERO,4.094101691450764,4.197822731421939,17.00497803803607,-27.784103764741893,-63.62189998971087,17.11882253135319,-0.6694774498530623,4.866794431448622,-15.876831267102903,0.1649676608806736,0.05290347105929194
790,2015,4,TIERRA DEL FUEGO,3.4748248642417257,19.441920240938828,66.46220433623792,-62.35015217161648,-59.53190998460846,74.85845784033849,-12.633125229526263,3.476761467376085,-0.05570135174735069,-0.21226512189577207,0.628242350438005
791,2015,4,TUCUMAN,4.882297946330778,9.122607419100431,37.06217328329588,-26.998180477681764,-65.29453734502505,36.61035952774264,1.2190697833601518,5.7277669342021085,-14.760883213016186,-0.004498723647341052,-0.10212436955947801
792,2015,3,BUENOS AIRES,4.700597914270459,17.5478839831824,57.68868105608009,-35.633728326052875,-59.695392866402734,56.80280561439208,1.535613963555244,5.914918008163684,-20.5297874326785,-0.13546487310354394,-0.07342144487386904
794,2015,3,CATAMARCA,3.884563872599747,6.5638473961451576,25.863781184637624,-27.97273476331947,-66.12713970412685,25.45341804469818,1.5866324301536763,4.725241179958494,-17.791204201901316,-0.07954697885327366,-0.05096563402903387
795,2015,3,CHACO,5.46643296553986,7.454020298824401,27.96307279347941,-26.86207729911804,-60.15511735633289,27.46453938839946,1.782827691226413,6.718220363245951,-18.632723102599783,-0.08268886394632968,-0.09541122505554744
796,2015,3,CHUBUT,3.2790384114749496,11.233578169758337,36.81180991463324,-44.077151734192086,-68.66765299463769,36.58246720458481,0.6230139473725275,3.343866327984636,-1.9387113643612257,0.0280260662777696,0.11746681879447962
797,2015,3,CORDOBA,4.867849001225086,17.430734989025318,57.08340378951846,-31.846608244153405,-63.96214628932277,55.86916350781819,2.1271336344579015,6.068526923518407,-19.78532743490231,-0.03843300512177095,-0.0447610842806645
798,2015,3,CORRIENTES,5.063473816782213,7.925191135920119,30.16741240901903,-28.61578113415668,-57.97533573736128,29.584012668108493,1.9338739862757333,5.958192561066714,-15.016613429565245,-0.025172020774667736,-0.07450817132986032
799,2015,3,ENTRE RIOS,4.766712366729086,13.027710914374044,43.67718163526334,-31.925167566210387,-59.26302098168299,42.93197901645878,1.7061600380435402,5.586427488329489,-14.673333240480718,-0.09625139371654434,-0.13330100217296392
800,2015,3,FORMOSA,4.166164102194515,4.783639923880968,18.83675177378525,-25.09315954739276,-59.46860152020448,18.36026720527858,2.5295474200057404,5.416131006999096,-23.07859435433316,-0.046923203284823245,-0.058551168378537355
801,2015,3,JUJUY,3.532724551201011,5.423454555427568,21.2703333470887,-23.523573011085336,-65.43805280478172,20.287219077594944,4.621997471554989,4.215291130909006,-16.192631979865244,-0.034886696173744625,-0.1102300871292754
802,2015,3,LA PAMPA,2.9149322141427945,19.055588379965016,57.96395975091518,-36.47714174789248,-64.4553406128059,56.70766522530004,2.1673718134746722,3.144998426188228,-7.3153045206536484,-0.21657289218464015,-0.19235562265871753
803,2015,3,LA RIOJA,4.245850575398008,4.550079085806065,17.151129442032545,-29.330863895517307,-67.13983451857555,16.883190981963825,1.5622204996720448,5.076731739002066,-16.366457916631706,-0.02769604842883755,-0.00865843459898441
804,2015,3,MENDOZA,3.500160951021911,9.042401990754488,32.49199583186653,-33.368795530481485,-68.68534600457129,32.49199583186653,0.0,3.50729080145311,-0.20328654892958292,0.026494422189156097,0.017167148049444858
805,2015,3,MISIONES,5.634289050903693,7.687041384274881,28.306345093436885,-27.058215458325986,-54.96724865075839,27.34768244882168,3.3867411757001498,6.741222269842242,-16.420363765345094,-0.07927571880260498,-0.1406830736719662
806,2015,3,NEUQUEN,4.2299439848957405,16.195213031371225,54.59931489671118,-38.49954335558701,-69.8742115743201,53.11733659323144,2.714280034984474,5.292166864731292,-20.0716059600189,-1.031091498439956,-0.28324000607414757
807,2015,3,RIO NEGRO,3.7368314562024914,14.21984560217436,46.389186656745146,-39.89645026413934,-67.6105113380815,45.97612013432327,0.8904370871564258,4.162924282482748,-10.235421001367257,0.034820943884067646,-0.03885483559109737
808,2015,3,SALTA,4.4218314129775615,7.525378783060509,31.17594521285844,-24.248013631473587,-64.70250708135784,30.46112384270092,2.29286190130554,5.052874436550483,-12.488792893965607,-0.07447178502682927,-0.07916803208061274
809,2015,3,SAN JUAN,3.4810928203738825,7.027462887351242,27.66538565566005,-31.31442612644254,-68.50334378949645,27.64305342045848,0.08072266000384397,3.4890674462877342,-0.2285603828706881,0.020312844187015067,0.014298718120722143
810,2015,3,SAN LUIS,3.502753871598256,2.7688118552652248,9.70650326873876,-32.98264595285886,-65.88683861327827,9.707971837203658,-0.015129737499055353,3.503023774040168,-0.007704841854409497,0.009520278014245598,0.009362818425916464
811,2015,3,SANTA CRUZ,3.480687744358588,8.159354482038923,27.60606098342944,-48.863730255517886,-69.86373350526509,27.07224502744824,1.9336911423242311,3.53583356483625,-1.5596271562690394,0.01611137216698033,0.0851192886526051
812,2015,3,SANTA FE,4.559895452402629,16.3639671637834,52.14595474084349,-31.64634283294476,-61.04726054930406,51.17653890867876,1.8590432124266716,5.6772637615647845,-19.681458464670364,-0.1109760055353668,-0.08125776429900489
813,2015,3,SANTIAGO DEL ESTERO,3.911237321691457,4.237302719178804,17.11882253135319,-27.784103764741893,-63.62189998971087,17.110566632982863,0.048227022362111065,4.670123087013555,-16.24980222539251,0.03947998775686479,0.05290347105929194
814,2015,3,TIERRA DEL FUEGO,3.477721056932716,22.04802112197417,74.85845784033849,-62.35015217161648,-59.53190998460846,74.50787431664719,0.4683285413640755,3.47654537746248,0.03381746367694837,2.606100881035342,0.628242350438005
815,2015,3,TUCUMAN,4.572318667230303,9.04046893117945,36.61035952774264,-26.998180477681764,-65.29453734502505,35.68770560918727,2.5201990104910044,5.544683260191403,-17.536882583398164,-0.08213848792098055,-0.10212436955947801
816,2015,2,BUENOS AIRES,4.463495663548014,17.32566254457297,56.80280561439208,-35.633728326052875,-59.695392866402734,56.37048433026737,0.7610914275247954,5.415144367004824,-17.57383809110111,-0.22222143860942722,-0.07342144487386904
818,2015,2,CATAMARCA,3.6825082950385535,6.475144864314208,25.45341804469818,-27.97273476331947,-66.12713970412685,25.10946633078758,1.351298726585926,4.3648359645166135,-15.632378284658513,-0.08870253183094956,-0.05096563402903387
819,2015,2,CHACO,5.194771414259476,7.341229538625331,27.46453938839946,-26.86207729911804,-60.15511735633289,26.649591220305552,2.9672741150653557,6.297357510958081,-17.50871051516428,-0.11279076019906942,-0.09541122505554744
820,2015,2,CHUBUT,3.216571647485116,11.21567809935022,36.58246720458481,-44.077151734192086,-68.66765299463769,37.61278068590792,-2.8164133259825226,3.335973498985547,-3.579220624406665,-0.017900070408117585,0.11746681879447962
821,2015,2,CORDOBA,4.557937666200854,17.106520102782877,55.86916350781819,-31.846608244153405,-63.96214628932277,54.69734650188214,2.0974307334529447,5.516912823002807,-17.382459856960196,-0.32421488624244077,-0.0447610842806645
822,2015,2,CORRIENTES,4.847197637993736,7.790823368355694,29.584012668108493,-28.61578113415668,-57.97533573736128,28.95019128190928,2.1424456286907647,5.601822569524247,-13.471060929989436,-0.1343677675644246,-0.07450817132986032
823,2015,2,ENTRE RIOS,4.55056996750087,12.837181261223597,42.93197901645878,-31.925167566210387,-59.26302098168299,42.06519337351208,2.0189743468718357,5.131142783301248,-11.314688370976347,-0.19052965315044723,-0.13330100217296392
824,2015,2,FORMOSA,3.7649156840276494,4.673478484721786,18.36026720527858,-25.09315954739276,-59.46860152020448,18.12270367397183,1.293900184842888,5.104132195866278,-26.237888448955726,-0.11016143915918253,-0.058551168378537355
825,2015,2,JUJUY,3.408678843146092,5.188392481356063,20.287219077594944,-23.523573011085336,-65.43805280478172,19.68971363262363,2.9452308997401992,3.843353043958065,-11.309765088983998,-0.23506207407150548,-0.1102300871292754
826,2015,2,LA PAMPA,2.8626566401062417,18.68532904697588,56.70766522530004,-36.47714174789248,-64.4553406128059,55.50803232733774,2.1154686816961186,3.146067806525381,-9.008425242180266,-0.3702593329891357,-0.19235562265871753
827,2015,2,LA RIOJA,4.001551396208129,4.494678751214943,16.883190981963825,-29.330863895517307,-67.13983451857555,16.703201787413843,1.0660851656672208,4.773843067001075,-16.1775672127006,-0.05540033459112159,-0.00865843459898441
828,2015,2,MENDOZA,3.4997241088624933,9.0682944930269,32.49199583186653,-33.368795530481485,-68.68534600457129,32.36588756051825,0.3881210375651919,3.500168567871608,-0.012698217257144104,0.025892502272411022,0.017167148049444858
829,2015,2,MISIONES,5.327562649676923,7.449815014930095,27.34768244882168,-27.058215458325986,-54.96724865075839,26.305604105190643,3.8104813655825387,6.233660566754793,-14.535567141885283,-0.23722636934478647,-0.1406830736719662
830,2015,2,NEUQUEN,4.059617737533036,15.814175161962616,53.11733659323144,-38.49954335558701,-69.8742115743201,51.95443673810251,2.189303774837834,4.86640695565863,-16.578745375732794,-0.3810378694086083,-0.28324000607414757
831,2015,2,RIO NEGRO,3.666734448621427,14.14343856592951,45.97612013432327,-39.89645026413934,-67.6105113380815,45.32694907202778,1.4119744345518428,3.976616411905147,-7.792603841698154,-0.07640703624485035,-0.03885483559109737
832,2015,2,SALTA,4.218121645686839,7.378443804380798,30.46112384270092,-24.248013631473587,-64.70250708135784,30.00978823344275,1.4816774705648896,4.749378935322928,-11.185826544286183,-0.1469349786797105,-0.07916803208061274
833,2015,2,SAN JUAN,3.478919289066708,7.042097078751527,27.64305342045848,-31.31442612644254,-68.50334378949645,27.553192759766446,0.3250750173116804,3.4883718294284334,-0.270972844178539,0.01463419140028499,0.014298718120722143
834,2015,2,SAN LUIS,3.5027709531013613,2.778618445940834,9.707971837203658,-32.98264595285886,-65.88683861327827,9.716048963760594,-0.08320096815672565,3.501983369175627,0.02248965351082469,0.009806590675609073,0.009362818425916464
835,2015,2,SANTA CRUZ,3.47332349743749,8.058063850217536,27.07224502744824,-48.863730255517886,-69.86373350526509,27.994863943494483,-3.4079882001319453,3.5021150276004565,-0.8221183466578913,-0.10129063182138687,0.0851192886526051
836,2015,2,SANTA FE,4.303196181656382,16.093025858679276,51.17653890867876,-31.64634283294476,-61.04726054930406,50.24449475931921,1.8212332628095875,5.1385985309185065,-16.257396724721342,-0.27094130510412384,-0.08125776429900489
837,2015,2,SANTIAGO DEL ESTERO,3.728811295360471,4.2466687085071415,17.110566632982863,-27.784103764741893,-63.62189998971087,17.0558169911586,0.31997562090506826,4.309815179590645,-13.480946630415804,0.00936598932833732,0.05290347105929194
838,2015,2,TIERRA DEL FUEGO,3.47751587628866,22.09595378004725,74.50787431664719,-62.35015217161648,-59.53190998460846,74.23495170010268,0.3663003663003802,3.478692463211772,-0.0338226772143476,0.04793265807307989,0.628242350438005
839,2015,2,TUCUMAN,4.306812767469965,8.841187690702666,35.68770560918727,-26.998180477681764,-65.29453734502505,35.07860688538978,1.7067466607903303,5.200979761760874,-17.192279825141544,-0.1992812404767843,-0.10212436955947801
840,2015,1,BUENOS AIRES,4.323803709346771,17.241393436944044,56.37048433026737,-35.633728326052875,-59.695392866402734,56.09433653019754,0.4898801267200665,4.9921684374839135,-13.388264769247298,-0.08426910762892703,-0.07342144487386904
842,2015,1,CATAMARCA,3.483603660962992,6.403016990794336,25.10946633078758,-27.97273476331947,-66.12713970412685,25.513779082748,-1.610200498226759,4.203588449295134,-17.127861041032,-0.0721278735198716,-0.05096563402903387
843,2015,1,CHACO,4.899908797030372,7.143089175357747,26.649591220305552,-26.86207729911804,-60.15511735633289,21.87078320023224,17.932012467163545,5.991472683208309,-18.21862409949981,-0.19814036326758444,-0.09541122505554744
844,2015,1,CHUBUT,3.213156577759796,11.585798774556787,37.61278068590792,-44.077151734192086,-68.66765299463769,40.24927468450274,-7.009569488125108,3.3796639330714164,-4.92674297234931,0.370120675206568,0.11746681879447962
845,2015,1,CORDOBA,4.304279282006848,16.79362190248589,54.69734650188214,-31.846608244153405,-63.96214628932277,54.69689679332299,0.0008221761893509849,5.156801617049669,-16.53199790009702,-0.31289820029698845,-0.0447610842806645
846,2015,1,CORRIENTES,4.628190221393157,7.642568763996284,28.95019128190928,-28.61578113415668,-57.97533573736128,23.56243099277512,18.61044798174071,5.37127911707625,-13.834486711380938,-0.14825460435941018,-0.07450817132986032
847,2015,1,ENTRE RIOS,4.3467465057866335,12.609336086982932,42.06519337351208,-31.925167566210387,-59.26302098168299,36.0254708519679,14.358004889969944,5.084574905605243,-14.511112797359452,-0.22784517424066486,-0.13330100217296392
848,2015,1,FORMOSA,3.3811501123595504,4.62384901660949,18.12270367397183,-25.09315954739276,-59.46860152020448,17.956311361695214,0.9181428735470242,4.872333380420963,-30.605115693716684,-0.04962946811229596,-0.058551168378537355
849,2015,1,JUJUY,3.241902108598274,5.050879913471037,19.68971363262363,-23.523573011085336,-65.43805280478172,19.59941818052116,0.45859200284589724,3.7712213425983374,-14.035750912338846,-0.1375125678850262,-0.1102300871292754
850,2015,1,LA PAMPA,2.8340995102178685,18.33234893363197,55.50803232733774,-36.47714174789248,-64.4553406128059,51.273133452228585,7.629344254423269,3.04764203627926,-7.006811282931919,-0.3529801133439108,-0.19235562265871753
851,2015,1,LA RIOJA,3.780402106036489,4.462324463144091,16.703201787413843,-29.330863895517307,-67.13983451857555,17.01075088723615,-1.8412583631364041,4.616973938050446,-18.119483524033193,-0.03235428807085228,-0.00865843459898441
852,2015,1,MENDOZA,3.499130670898351,9.059236417534116,32.36588756051825,-33.368795530481485,-68.68534600457129,32.63838187615034,-0.841918254590032,3.5028689229788785,-0.10671972496613745,-0.009058075492783146,0.017167148049444858
853,2015,1,MISIONES,4.973004251321198,7.1884830279667495,26.305604105190643,-27.058215458325986,-54.96724865075839,24.162430605588312,8.147212628275803,6.000968717380309,-17.129975416833425,-0.26133198696334503,-0.1406830736719662
854,2015,1,NEUQUEN,3.911491638198585,15.526250068921229,51.95443673810251,-38.49954335558701,-69.8742115743201,52.55498969724957,-1.1559223751657455,4.420493149015266,-11.514586577971949,-0.28792509304138747,-0.28324000607414757
855,2015,1,RIO NEGRO,3.585297088257377,13.99387526238606,45.32694907202778,-39.89645026413934,-67.6105113380815,45.47806275120403,-0.33338594869051896,3.826659196828916,-6.3073844875329215,-0.1495633035434487,-0.03885483559109737
856,2015,1,SALTA,4.022777936163619,7.294642964784741,30.00978823344275,-24.248013631473587,-64.70250708135784,29.534861619577978,1.5825723599592694,4.741858784571524,-15.16453528197764,-0.08380083959605766,-0.07916803208061274
857,2015,1,SAN JUAN,3.4769891700932414,7.039582453142129,27.553192759766446,-31.31442612644254,-68.50334378949645,28.03714571456068,-1.7564314924000684,3.485523490760477,-0.24485047052066897,-0.002514625609397747,0.014298718120722143
858,2015,1,SAN LUIS,3.5009942704654264,2.790401457622043,9.716048963760594,-32.98264595285886,-65.88683861327827,9.786393366351197,-0.7240021417448297,3.5029004392386534,-0.05441686985660414,0.01178301168120921,0.009362818425916464
859,2015,1,SANTA CRUZ,3.474217030667377,8.391896957421542,27.994863943494483,-48.863730255517886,-69.86373350526509,27.802678969652344,0.6865008318313297,3.48315808971074,-0.25669403492695586,0.33383310720400594,0.0851192886526051
860,2015,1,SANTA FE,4.063283068408137,15.832773292036377,50.24449475931921,-31.64634283294476,-61.04726054930406,49.99962302348271,0.4873603307376859,4.898136028952046,-17.044299211153703,-0.2602525666428992,-0.08125776429900489
861,2015,1,SANTIAGO DEL ESTERO,3.571104125126239,4.244468954778434,17.0558169911586,-27.784103764741893,-63.62189998971087,17.26920158364512,-1.251095697128635,4.174011564306923,-14.44431645413503,-0.002199753728707954,0.05290347105929194
862,2015,1,TIERRA DEL FUEGO,3.453878085751408,22.16715476458662,74.23495170010268,-62.35015217161648,-59.53190998460846,66.13781947338316,10.907439206575685,3.475082632716791,-0.6101882805821289,0.07120098453937018,0.628242350438005
863,2015,1,TUCUMAN,4.071078040242438,8.71860866450986,35.07860688538978,-26.998180477681764,-65.29453734502505,35.32087516932818,-0.6906439720652234,5.004036640679885,-18.644120086032963,-0.12257902619280614,-0.10212436955947801
864,2014,4,BUENOS AIRES,4.198943508236657,17.0147634301905,56.09433653019754,-35.633728326052875,-59.695392866402734,56.75473916407103,-1.1773071484997022,4.884148905856541,-14.029166817544397,-0.2266300067535454,-0.13726185473124985
866,2014,4,CATAMARCA,3.336005334797788,6.459254980059493,25.513779082748,-27.97273476331947,-66.12713970412685,24.706121305327624,3.1655748636880787,4.124268369158702,-19.11279683581089,0.05623798926515633,-0.05460061750443446
867,2014,4,CHACO,3.977400363306085,5.81368220415458,21.87078320023224,-26.86207729911804,-60.15511735633289,21.112666705262427,3.466343605663659,5.828384180790961,-31.758095555631023,-1.3294069712031664,-0.3973544279137804
868,2014,4,CHUBUT,3.174649158131256,12.22355578461917,40.24927468450274,-44.077151734192086,-68.66765299463769,40.59867094427454,-0.8680808847130103,3.283865031613298,-3.3258332005315716,0.6377570100623835,0.2794478396706186
869,2014,4,CORDOBA,4.092903062184572,16.655707331301695,54.69689679332299,-31.846608244153405,-63.96214628932277,54.23361028299935,0.8470069372933712,5.067081493268407,-19.225631803593977,-0.1379145711841936,-0.16710968968412399
